,user,text,favorite_count,retweet_count,created_at
135,ChennaiIPL,"May we carry forward the smiles into the new year and everywhere we go! 💛✨

#SuperNewYear #WhistlePodu 🦁💛 https://t.co/JnmySctqF9",3493,282,2023-01-01 12:09:51+00:00
136,ChennaiIPL,"Madras Memoirs Ft. Flem! 💛
Full video out today! 📹🔜

#WhistlePodu #Yellove 🦁 https://t.co/ogp7DhKUgB",3938,156,2023-01-01 09:08:47+00:00
137,ChennaiIPL,@YelloveVersions @imjadeja NanBen Da! 🫂,62,3,2023-01-01 06:42:32+00:00
138,ChennaiIPL,"Super Times 🥳
🄻🄾🄰🄳🄸🄽🄶… 

#WhistlePodu #Yellove 🦁💛 https://t.co/orU2hP2Sox",11289,638,2023-01-01 06:35:30+00:00
139,ChennaiIPL,@Jxjx7x_x @imjadeja Super New Year to you! 🥳,42,4,2023-01-01 05:02:35+00:00
140,ChennaiIPL,"Say Yellove to 2023! What’s that one thing that you look forward to this year? 🥳

#SuperNewYear #WhistlePodu 🦁💛
@imjadeja https://t.co/UeROtzngiD",10477,456,2023-01-01 04:45:08+00:00
141,ChennaiIPL,"May the new year bring in cheer and celebrations! Say Yellove to 2023! 💛

#SuperNewYear #WhistlePodu 🦁💛 https://t.co/zcUsu3BuSZ",4363,372,2022-12-31 18:37:14+00:00
142,ChennaiIPL,"New Year Special with Namma Vaathi 💛

Anbuden Flem releasing tomorrow 🎥🔜

#WhistlePodu #Yellove 🦁💛 https://t.co/vDkQl5ZHHy",2012,134,2022-12-31 15:21:56+00:00
143,ChennaiIPL,"Signing off 2️⃣0️⃣2️⃣2️⃣ in THALA Style 💛

#WhistlePodu #Yellove 🦁💛 https://t.co/LFRgGRzudU",12499,741,2022-12-31 13:12:38+00:00
144,ChennaiIPL,"🔊 Sounds of 2022 meets the pride! 🦁

#Super10 #WhistlePodu 🦁💛 https://t.co/0cPmtQnVDw",2751,248,2022-12-31 10:50:59+00:00
145,ChennaiIPL,"20-20 action coming 🆙 this 2023! Time to #Whistle4Blue 🇮🇳 

#T20WorldCup 🔜 🗓️ https://t.co/cDg3J73MKV",3751,156,2022-12-31 09:07:12+00:00
146,ChennaiIPL,"Master Stoke of the year! 💪

#ICCAwards #WhistlePodu  🦁💛 https://t.co/jDoaxdiwMh",8042,371,2022-12-31 08:04:24+00:00
147,ChennaiIPL,🎁🥳 https://t.co/CF9CkO0I77,1848,68,2022-12-30 16:22:03+00:00
148,ChennaiIPL,"Bountiful Days At the Ranji with 🦁 Show all around! 

#RanjiTrophy #WhistlePodu 🦁💛 https://t.co/2uJPlxZ4Tz",4695,232,2022-12-30 16:21:57+00:00
149,ChennaiIPL,"Drop some 💛 for the #Super10 🔥 moments this year!

#WhistlePodu #Yellove 🦁💛 https://t.co/WlVg2y9fkn",3823,278,2022-12-30 13:17:03+00:00
150,ChennaiIPL,"Year ending with the roars of districts champions of Junior Super Kings! Phase 2 🔜 🦁

#TheRoarStartsHere https://t.co/CASYaqYoFM",2524,113,2022-12-30 12:31:03+00:00
151,ChennaiIPL,"Super Birthday Shubhkamanaye, Senapati! 🦁Here’s wishing you a run filled calendar! 🥳💛

#SuperBirthday #Yellove 🦁💛 https://t.co/IpCG7xjMKg",3827,165,2022-12-30 09:56:22+00:00
152,ChennaiIPL,"Birthday Whistles to Kyle from the pride! Roar Proud, Killa! 🦁🎂

#SuperBirthday #Yellove 🦁💛 https://t.co/YJSMTjpAx8",7989,343,2022-12-30 08:51:42+00:00
153,ChennaiIPL,"December 30 - Two Different Thala emotions! 

Test Retirement 🧢
💯 🆚 🇵🇰 @ Anbuden

#WhistlePodu 🦁💛 https://t.co/4c3RAGk2hZ",10002,672,2022-12-30 06:02:34+00:00
154,ChennaiIPL,"Wishing you a quick recovery, Rishab. Our thoughts and 💛 are with you.
@RishabhPant17",25296,1554,2022-12-30 04:14:06+00:00
155,ChennaiIPL,"You will stay close to hearts forever ❤️

Rest In Peace Legend https://t.co/ZcT4h9cWlU",13019,582,2022-12-29 19:18:53+00:00
156,ChennaiIPL,"Targeting💛 Super Vibes for 2⃣0⃣2⃣3⃣!

#WhistlePodu #Yellove 🦁💛 https://t.co/xSM4SMnBBl",4889,245,2022-12-29 14:07:41+00:00
157,ChennaiIPL,"Boxing day Test of 2020 and Rahane's winning punch! 💪

#AndhaNaalGnyabagam #WhistlePodu 🦁💛 https://t.co/uJivNRQYwd",7897,284,2022-12-29 12:03:16+00:00
158,ChennaiIPL,"What shall we fondly call Ben as? 👀

#YelloveSollu #WhistlePodu 🦁💛
@benstokes38",10193,387,2022-12-29 10:01:29+00:00
159,ChennaiIPL,"The immaculate vibes of the Daddy Army we all yearn for! 💛✨

#WhistlePodu #Yellove 🦁💛 https://t.co/HdcTbTGYOE",3947,216,2022-12-29 07:46:09+00:00
160,ChennaiIPL,🏅🏆 https://t.co/NLpU56jY2K,2455,92,2022-12-29 05:01:28+00:00
161,ChennaiIPL,💥🥳 https://t.co/Lc87SdzoGE,2984,120,2022-12-29 05:01:22+00:00
162,ChennaiIPL,"✍️ #Super10 🇮🇳🏏 moments from 2️⃣0️⃣2️⃣2️⃣ 

#WhistlePodu 🦁💛 https://t.co/xMJzbaXiIY",10746,441,2022-12-29 05:01:13+00:00
163,ChennaiIPL,@yuckoff1 Ben 10/10 😍,48,4,2022-12-28 16:23:18+00:00
164,ChennaiIPL,@MurariKumawat07 Looking yellovely.! 🤙🏼💛,7,2,2022-12-28 16:18:22+00:00
165,ChennaiIPL,@DineshM29813930 🕵🏽,13,5,2022-12-28 16:17:45+00:00
166,ChennaiIPL,"Sound ON 🔊💥
Suggest a 🎵 track for the MO Show 💪

#WhistlePodu #Yellove 🦁💛 https://t.co/S8xkYe25WV",3360,237,2022-12-28 15:53:34+00:00
167,ChennaiIPL,"The Smile Squad! 😁 #Super10 Punnagais that made our year!

#WhistlePodu #Yellove 🦁💛 https://t.co/la3ZIpTHqy",9251,451,2022-12-28 14:10:16+00:00
168,ChennaiIPL,"Ready to Rumble ft. Rahane! 🥋

#WhistlePodu #Yellove 🦁💛 https://t.co/AOtyWEokpG",5828,203,2022-12-28 06:11:31+00:00
169,ChennaiIPL,"New Year 🤩
High Voltage Home Action 💪🏻🔜

#INDvSL #WhistlePodu 🦁💛 https://t.co/CoudlumRyG",6903,347,2022-12-28 03:40:01+00:00
170,ChennaiIPL,"📰 𝕽𝖚𝖙𝖚𝖗𝖆𝖏 𝖇𝖆𝖈𝖐 𝖎𝖓 𝖙𝖍𝖊 🇮🇳 T20 𝖘𝖖𝖚𝖆𝖉 𝖋𝖔𝖗 🇱🇰 𝖘𝖊𝖗𝖎𝖊𝖘!

Good Night 🦁💛
#WhistlePodu #Yellove https://t.co/rbPVXa5oQj",13160,541,2022-12-27 17:22:27+00:00
171,ChennaiIPL,"⚡ Our DC Flash's 💪 Streak 

#PAKvNZ #WhistlePodu 🦁💛 https://t.co/CxwgYvcky1",7042,295,2022-12-27 15:57:30+00:00
172,ChennaiIPL,"The Superfan Pulse is over the roof! 
Full 📹👇

#SuperAuction #WhistlePodu 🦁💛",2049,146,2022-12-27 14:11:27+00:00
173,ChennaiIPL,"Star Sign : 🦁

#WhistlePodu #Yellove 🦁💛 https://t.co/REQ4agmM63",9047,517,2022-12-27 11:50:58+00:00
174,ChennaiIPL,"Nishant Sindhu's Super stride in the #RanjiTrophy 💯

#WhistlePodu #Yellove 🦁💛 https://t.co/4dmt7TtZBy",10482,414,2022-12-27 09:58:02+00:00
175,ChennaiIPL,"The Roar Map is complete 🦁
🅈🄴🄻🄻🄾🄰🄳🄸🄽🄶 🔜

#WhistlePodu #Yellove 🦁💛 https://t.co/Qy36niM4Pe",5674,472,2022-12-27 04:47:50+00:00
176,ChennaiIPL,"📁 𝑰𝒎 𝑺𝑲 𝑹𝒂𝒔𝒉𝒆𝒆𝒅_𝑰𝒏𝒕𝒓𝒐
@skrasheed66

#WhistlePodu #Yellove https://t.co/w9h1xhuoF2",4611,435,2022-12-26 13:57:12+00:00
177,ChennaiIPL,"This tweet aged well! 🤩

#WhistlePodu #Yellove 🦁💛 https://t.co/qn7CzXENVr",16490,682,2022-12-26 11:35:06+00:00
178,ChennaiIPL,"Ben there! Done that! 
Let’s recreate the super times, @benstokes38? 😎

#WhistlePodu #Yellove 🦁💛 https://t.co/B9EobbpK2e",10377,562,2022-12-26 06:08:53+00:00
179,ChennaiIPL,"@SuperKingsAcad Super Beginnings! 💛🦁

Follow 👀 live scores ➡️ https://t.co/v0yc2LrNOS",75,6,2022-12-26 05:25:56+00:00
180,ChennaiIPL,"The 🦁 celebrations 📸 that measures all the sweetness of the Christmas day 🎅🎄

#WhistlePodu #Yellove 💛 https://t.co/T1uqT8HeoR",9642,491,2022-12-25 17:05:05+00:00
181,ChennaiIPL,"Pride of '23 all set to Fly high in Anbuden 💛

#WhistlePodu #Yellove 🦁💛 https://t.co/MnLvyooiZd",8518,811,2022-12-25 12:20:08+00:00
182,ChennaiIPL,"What is the one 💛 gift you will ask Santa 🎅🎄 ?

#WhistlePodu #Yellove 🦁💛 https://t.co/y1fk3VTilE",8346,296,2022-12-25 10:25:26+00:00
183,ChennaiIPL,"No.1️⃣ on this List 🤩💥

#BANvIND #WhistlePodu 🦁💛
📸 : @BCCI https://t.co/ExOCUnSIvL",13975,545,2022-12-25 08:30:39+00:00
184,ChennaiIPL,"Santa's double delight 🎅🎅🎁

#BANvIND #WhistlePodu 🦁💛 https://t.co/oylsFe4SK5",10208,368,2022-12-25 07:14:39+00:00
185,ChennaiIPL,"How's that for a Christmas day present from #TeamIndia 🇮🇳🎁

#BANvIND #WhistlePodu 🦁💛
📸 : @BCCI https://t.co/zD77rCSLOG",5786,248,2022-12-25 05:37:07+00:00
186,ChennaiIPL,"Wishing a super season of joy &amp; happiness this Christmas! 🎅🎄

#MerryChristmas #Yellove #WhistlePodu 💛🦁 https://t.co/c5Zb3GwmJg",13890,842,2022-12-25 02:30:23+00:00
187,ChennaiIPL,"Run Up Loading 💥⚡

#SuperAuction #WhistlePodu 🦁💛 https://t.co/tKVHhp0BBi",11560,741,2022-12-24 13:37:33+00:00
188,ChennaiIPL,"Showstoppers of the U19 Finale 🤩
Nishant Sindhu 🫶 Shaik Rasheed 

#WhistlePodu #Yellove 🦁💛 https://t.co/kmiAq7tKXd",8716,418,2022-12-24 12:48:57+00:00
189,ChennaiIPL,"Big show awaits from our new 🦁Shaik Rasheed!

#WhistlePodu #Yellove 💛 https://t.co/wCia6lkH8A",6826,507,2022-12-24 09:30:34+00:00
190,ChennaiIPL,"Kiwi 🧲💛𝗞onnect!

#WhistlePodu #Yellove 🦁💛 https://t.co/zYArXTKGB5",18928,857,2022-12-24 08:25:10+00:00
191,ChennaiIPL,"#SuperAuction round up with our Super CEO! 
Full 📹 : https://t.co/1wSSJWtZow

#WhistlePodu #Yellove 🦁💛 https://t.co/OmsBn5XZDV",12101,773,2022-12-24 06:48:33+00:00
192,ChennaiIPL,"Daddy's Army got more cuter 💛

#Yellove #WhistlePodu 🦁💛 https://t.co/R1JJlrZKPJ",21175,871,2022-12-24 04:34:07+00:00
193,ChennaiIPL,@prayas_sused Leo x Super Fans 🦁💛 https://t.co/Qzk2l7cVNC,159,15,2022-12-24 03:50:03+00:00
194,ChennaiIPL,"Some 🔥🥳 to brighten up your morning! 

#SuperAuction #WhistlePodu 🦁💛

https://t.co/X1ij8AXsnd",16725,1493,2022-12-24 02:40:47+00:00
